,Riksdagsledamot,Parti,Valkrets,chamber,start,end,Yrke
9716,Lars Hjälmered(ersatt av Pontus Haag),M,Göteborgs kommun,Enkammarriksdagen,2010,2014,
9717,Lars Johansson,S,Göteborgs kommun,Enkammarriksdagen,2010,2014,
9718,Lars Mejern Larsson,S,Värmlands län,Enkammarriksdagen,2010,2014,
9719,Lars Ohly,V,Stockholms län,Enkammarriksdagen,2010,2014,
9720,Lars Tysklind,FP,Västra Götalands läns västra,Enkammarriksdagen,2010,2014,
9721,Lars-Arne Staxäng,M,Västra Götalands läns västra,Enkammarriksdagen,2010,2014,
9722,Lars-Axel Nordell,KD,Örebro län,Enkammarriksdagen,2010,2014,
9723,Leif Jakobsson,S,Malmö kommun,Enkammarriksdagen,2010,2014,
9724,Leif Pettersson,S,Norrbottens län,Enkammarriksdagen,2010,2014,
9725,Lena Adelsohn Liljeroth(ersatt av Anton Abele),M,Stockholms kommun,Enkammarriksdagen,2010,2014,
9726,Lena Asplund,M,Västernorrlands län,Enkammarriksdagen,2010,2014,
9727,Lena Hallengren,S,Kalmar län,Enkammarriksdagen,2010,2014,
9728,Lena Olsson,V,Dalarnas län,Enkammarriksdagen,2010,2014,
9729,Lena Sommestad,S,Uppsala län,Enkammarriksdagen,2010,2014,
9730,Lennart Axelsson,S,Örebro län,Enkammarriksdagen,2010,2014,
9731,Linda Wemmert,M,Skåne läns södra,Enkammarriksdagen,2010,2014,
9732,Lise Nordin,MP,Göteborgs kommun,Enkammarriksdagen,2010,2014,
9733,Lotta Finstorp,M,Södermanlands län,Enkammarriksdagen,2010,2014,
9734,Lotta Olsson,M,Örebro län,Enkammarriksdagen,2010,2014,
9735,Louise Malmström,S,Östergötlands län,Enkammarriksdagen,2010,2014,
9736,Magnus Ehrencrona,MP,Skåne läns västra,Enkammarriksdagen,2010,2014,
9737,Magnus Sjödahl,KD,Skåne läns södra,Enkammarriksdagen,2010,2014,
9738,Margareta B. Kjellin,M,Gävleborgs län,Enkammarriksdagen,2010,2014,
9739,Margareta Larsson,SD,Västmanlands län,Enkammarriksdagen,2010,2014,
9740,Maria Abrahamsson,M,Stockholms kommun,Enkammarriksdagen,2010,2014,
9741,Maria Ferm,MP,Malmö kommun,Enkammarriksdagen,2010,2014,
9742,Maria Larsson(ersatt av Irene Oskarsson),KD,Jönköpings län,Enkammarriksdagen,2010,2014,
9743,Maria Lundqvist-Brömster,FP,Västerbottens län,Enkammarriksdagen,2010,2014,
9744,Maria Plass,M,Västra Götalands läns västra,Enkammarriksdagen,2010,2014,
9745,Maria Stenberg,S,Norrbottens län,Enkammarriksdagen,2010,2014,
9746,Marianne Berg,V,Malmö kommun,Enkammarriksdagen,2010,2014,
9747,Marie Granlund,S,Malmö kommun,Enkammarriksdagen,2010,2014,
9748,Marie Nordén,S,Jämtlands län,Enkammarriksdagen,2010,2014,
9749,Marietta de Pourbaix-Lundin,M,Stockholms län,Enkammarriksdagen,2010,2014,
9750,Markus Wiechel,SD,Uppsala län,Enkammarriksdagen,2010,2014,
9751,Marta Obminska,M,Uppsala län,Enkammarriksdagen,2010,2014,
9752,Matilda Ernkrans,S,Örebro län,Enkammarriksdagen,2010,2014,
9753,Mats Johansson,M,Stockholms kommun,Enkammarriksdagen,2010,2014,
9754,Mats Odell,KD,Stockholms län,Enkammarriksdagen,2010,2014,
9755,Mats Pertoft,MP,Stockholms län,Enkammarriksdagen,2010,2014,
9756,Mattias Jonsson,S,Göteborgs kommun,Enkammarriksdagen,2010,2014,
9757,Mattias Karlsson,SD,Skåne läns norra och östra,Enkammarriksdagen,2010,2014,
9758,Meeri Wasberg,S,Stockholms län,Enkammarriksdagen,2010,2014,
9759,Mehmet Kaplan,MP,Stockholms kommun,Enkammarriksdagen,2010,2014,
9760,Metin Ataseven,M,Stockholms län,Enkammarriksdagen,2010,2014,
9761,Mia Sydow Mölleby,V,Örebro län,Enkammarriksdagen,2010,2014,
9762,Michael Svensson,M,Hallands län,Enkammarriksdagen,2010,2014,
9763,Mikael Cederbratt,M,Västra Götalands läns norra,Enkammarriksdagen,2010,2014,
9764,Mikael Damberg,S,Stockholms län,Enkammarriksdagen,2010,2014,
9765,Mikael Jansson,SD,Hallands län,Enkammarriksdagen,2010,2014,
9766,Mikael Oscarsson,KD,Uppsala län,Enkammarriksdagen,2010,2014,
9767,Mikael Sandström(ersatt av Sedat Dogru),M,Stockholms län,Enkammarriksdagen,2010,2014,
9768,Monica Green,S,Västra Götalands läns östra,Enkammarriksdagen,2010,2014,
9769,Morgan Johansson,S,Skåne läns södra,Enkammarriksdagen,2010,2014,
9770,Nina Larsson,FP,Värmlands län,Enkammarriksdagen,2010,2014,
9771,Nina Lundström,FP,Stockholms län,Enkammarriksdagen,2010,2014,
9772,Ola Johansson,C,Hallands län,Enkammarriksdagen,2010,2014,
9773,Olle Thorell,S,Västmanlands län,Enkammarriksdagen,2010,2014,
9774,Olof Lavesson,M,Malmö kommun,Enkammarriksdagen,2010,2014,
9775,Oskar Öholm,M,Örebro län,Enkammarriksdagen,2010,2014,
9776,Patrick Reslow,M,Malmö kommun,Enkammarriksdagen,2010,2014,
9777,Patrik Björck,S,Västra Götalands läns östra,Enkammarriksdagen,2010,2014,
9778,Penilla Gunther,KD,Västra Götalands läns norra,Enkammarriksdagen,2010,2014,
9779,Per Bill,M,Uppsala län,Enkammarriksdagen,2010,2014,
9780,Per Bolund,MP,Stockholms kommun,Enkammarriksdagen,2010,2014,
9781,Per Lodenius,C,Stockholms län,Enkammarriksdagen,2010,2014,
9782,Per Ramhorn,SD,Örebro län,Enkammarriksdagen,2010,2014,
9783,Per Svedberg,S,Gävleborgs län,Enkammarriksdagen,2010,2014,
9784,Per Westerberg(ersatt av Peder Wachtmeister och Erik Bengtzboe[2]),M,Södermanlands län,Enkammarriksdagen,2010,2014,
9785,Per Åsling,C,Jämtlands län,Enkammarriksdagen,2010,2014,
9786,Per-Ingvar Johnsson,C,Skåne läns norra och östra,Enkammarriksdagen,2010,2014,
9787,Peter Eriksson,MP,Stockholms län,Enkammarriksdagen,2010,2014,
9788,Peter Hultqvist,S,Dalarnas län,Enkammarriksdagen,2010,2014,
9789,Peter Jeppsson,S,Blekinge län,Enkammarriksdagen,2010,2014,
9790,Peter Johnsson,S,Västra Götalands läns norra,Enkammarriksdagen,2010,2014,
9791,Peter Jutterström,M,Jönköpings län,Enkammarriksdagen,2010,2014,
9792,Peter Persson,S,Jönköpings län,Enkammarriksdagen,2010,2014,
9793,Peter Rådberg,MP,Västra Götalands läns norra,Enkammarriksdagen,2010,2014,
9794,Phia Andersson,S,Västra Götalands läns södra,Enkammarriksdagen,2010,2014,
9795,Pia Hallström,M,Värmlands län,Enkammarriksdagen,2010,2014,
9796,Pia Nilsson,S,Västmanlands län,Enkammarriksdagen,2010,2014,
9797,Pyry Niemi,S,Uppsala län,Enkammarriksdagen,2010,2014,
9798,Raimo Pärssinen,S,Gävleborgs län,Enkammarriksdagen,2010,2014,
9799,Richard Jomshof,SD,Gävleborgs län,Enkammarriksdagen,2010,2014,
9800,Robert Halef,KD,Stockholms kommun,Enkammarriksdagen,2010,2014,
9801,Roger Haddad,FP,Västmanlands län,Enkammarriksdagen,2010,2014,
9802,Roger Tiefensee,C,Södermanlands län,Enkammarriksdagen,2010,2014,
9803,Roland Utbult,KD,Västra Götalands läns västra,Enkammarriksdagen,2010,2014,
9804,Rossana Dinamarca,V,Västra Götalands läns norra,Enkammarriksdagen,2010,2014,
9805,Roza Güclü Hedin,S,Dalarnas län,Enkammarriksdagen,2010,2014,
9806,Rune Wikström,M,Stockholms län,Enkammarriksdagen,2010,2014,
9807,Saila Quicklund,M,Jämtlands län,Enkammarriksdagen,2010,2014,
9808,Sara Karlsson,S,Södermanlands län,Enkammarriksdagen,2010,2014,
9809,Shadiye Heydari,S,Göteborgs kommun,Enkammarriksdagen,2010,2014,
9810,Siv Holma,V,Norrbottens län,Enkammarriksdagen,2010,2014,
9811,Sofia Arkelsten,M,Stockholms kommun,Enkammarriksdagen,2010,2014,
9812,Solveig Zander,C,Uppsala län,Enkammarriksdagen,2010,2014,
9813,Staffan Anger,M,Västmanlands län,Enkammarriksdagen,2010,2014,
9814,Staffan Danielsson,C,Östergötlands län,Enkammarriksdagen,2010,2014,
9815,Stefan Attefall(ersatt av Andreas Carlson),KD,Jönköpings län,Enkammarriksdagen,2010,2014,
9816,Stefan Caplan,M,Västra Götalands läns västra,Enkammarriksdagen,2010,2014,
9817,Stefan Käll,FP,Södermanlands län,Enkammarriksdagen,2010,2014,
9818,Stellan Bojerud,SD,Dalarnas län,Enkammarriksdagen,2010,2014,
9819,Sten Bergheden,M,Västra Götalands läns östra,Enkammarriksdagen,2010,2014,
9820,Stina Bergström,MP,Värmlands län,Enkammarriksdagen,2010,2014,
9821,Susanna Haby,M,Göteborgs kommun,Enkammarriksdagen,2010,2014,
9822,Susanne Eberstein,S,Västernorrlands län,Enkammarriksdagen,2010,2014,
9823,Suzanne Svensson,S,Blekinge län,Enkammarriksdagen,2010,2014,
9824,Sven-Erik Bucht,S,Norrbottens län,Enkammarriksdagen,2010,2014,
9825,Sven-Olof Sällström,SD,Göteborgs kommun,Enkammarriksdagen,2010,2014,
9826,Teres Lindberg,S,Stockholms kommun,Enkammarriksdagen,2010,2014,
9827,Thomas Finnborg,M,Skåne läns västra,Enkammarriksdagen,2010,2014,
9828,Thomas Strand,S,Jönköpings län,Enkammarriksdagen,2010,2014,
9829,Thoralf Alfsson,SD,Östergötlands län,Enkammarriksdagen,2010,2014,
9830,Tina Acketoft,FP,Skåne läns västra,Enkammarriksdagen,2010,2014,
9831,Tina Ehn,MP,Västra Götalands läns västra,Enkammarriksdagen,2010,2014,
9832,Tobias Billström(ersatt av Kajsa Lunderquist),M,Malmö kommun,Enkammarriksdagen,2010,2014,
9833,Tomas Eneroth,S,Kronobergs län,Enkammarriksdagen,2010,2014,
9834,Tomas Tobé,M,Gävleborgs län,Enkammarriksdagen,2010,2014,
9835,Tommy Waidelich,S,Stockholms län,Enkammarriksdagen,2010,2014,
9836,Tony Wiklander,SD,Skåne läns västra,Enkammarriksdagen,2010,2014,
9837,Torbjörn Björlund,V,Östergötlands län,Enkammarriksdagen,2010,2014,
9838,Tuve Skånberg,KD,Skåne läns norra och östra,Enkammarriksdagen,2010,2014,
9839,Ulf Berg,M,Dalarnas län,Enkammarriksdagen,2010,2014,
9840,Ulf Holm,MP,Skåne läns södra,Enkammarriksdagen,2010,2014,
9841,Ulf Nilsson,FP,Skåne läns södra,Enkammarriksdagen,2010,2014,
9842,Ulla Andersson,V,Gävleborgs län,Enkammarriksdagen,2010,2014,
9843,Ulrik Nilsson,M,Västra Götalands läns södra,Enkammarriksdagen,2010,2014,
9844,Ulrika Carlsson,C,Västra Götalands läns östra,Enkammarriksdagen,2010,2014,
9845,Ulrika Karlsson,M,Uppsala län,Enkammarriksdagen,2010,2014,
9846,Urban Ahlin,S,Västra Götalands läns östra,Enkammarriksdagen,2010,2014,
9847,Valter Mutt,MP,Göteborgs kommun,Enkammarriksdagen,2010,2014,
9848,Veronica Palm,S,Stockholms kommun,Enkammarriksdagen,2010,2014,
9849,Walburga Habsburg Douglas,M,Södermanlands län,Enkammarriksdagen,2010,2014,
9850,Wiwi-Anne Johansson,V,Västra Götalands läns västra,Enkammarriksdagen,2010,2014,
9851,Yilmaz Kerimo,S,Stockholms län,Enkammarriksdagen,2010,2014,
9852,Ylva Johansson,S,Stockholms kommun,Enkammarriksdagen,2010,2014,
9853,Yvonne Andersson,KD,Östergötlands län,Enkammarriksdagen,2010,2014,
9854,Åsa Coenraads,M,Västmanlands län,Enkammarriksdagen,2010,2014,
9855,Åsa Lindestam,S,Gävleborgs län,Enkammarriksdagen,2010,2014,
9856,Åsa Romson,MP,Stockholms kommun,Enkammarriksdagen,2010,2014,
9857,Åsa Torstensson,C,Västra Götalands läns västra,Enkammarriksdagen,2010,2014,
9858,Adam Marttinen,Sverigedemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,
9859,Adnan Dibrani[n 1],Socialdemokraterna,Hallands län,Enkammarriksdagen,2014,2018,
9860,Agneta Börjesson,Miljöpartiet,Hallands län,Enkammarriksdagen,2014,2018,
9861,Agneta Gille,Socialdemokraterna,Uppsala län,Enkammarriksdagen,2014,2018,
9862,Alexandra Völker,Socialdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,
9863,Ali Esbati,Vänsterpartiet,Stockholms län,Enkammarriksdagen,2014,2018,
9864,Allan Widman[n 1],Liberalerna,Malmö kommun,Enkammarriksdagen,2014,2018,
9865,Amineh Kakabaveh,Vänsterpartiet,Stockholms kommun,Enkammarriksdagen,2014,2018,
9866,Amir Adan,Moderaterna,Stockholms kommun,Enkammarriksdagen,2014,2018,
9867,Anders Ahlgren[n 1],Centerpartiet,Dalarnas län,Enkammarriksdagen,2014,2018,
9868,Anders Forsberg,Sverigedemokraterna,Malmö kommun,Enkammarriksdagen,2014,2018,
9869,Anders Hansson,Moderaterna,Skåne läns södra,Enkammarriksdagen,2014,2018,
9870,Anders Schröder,Miljöpartiet,Gävleborgs län,Enkammarriksdagen,2014,2018,
9871,Anders W. Jonsson[n 1],Centerpartiet,Gävleborgs län,Enkammarriksdagen,2014,2018,
9872,Anders Ygeman,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,
9873,Anders Åkesson[n 1],Centerpartiet,Kalmar län,Enkammarriksdagen,2014,2018,
9874,Andreas Carlson[n 1],Kristdemokraterna,Jönköpings län,Enkammarriksdagen,2014,2018,
9875,Andreas Norlén,Moderaterna,Östergötlands län,Enkammarriksdagen,2014,2018,
9876,Anette Åkesson,Moderaterna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,
9877,Angelika Bengtsson,Sverigedemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,
9878,Ann-Charlotte Hammar Johnsson,Moderaterna,Skåne läns västra,Enkammarriksdagen,2014,2018,
9879,Ann-Christin Ahlberg,Socialdemokraterna,Västra Götalands läns södra,Enkammarriksdagen,2014,2018,
9880,Anna Hagwall[n 10],Sverigedemokraterna,Västerbottens län,Enkammarriksdagen,2014,2018,
9881,Anna Johansson[n 1],Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,
9882,Anna Kinberg Batra,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,
9883,Anna Wallentheim,Socialdemokraterna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,
9884,Anna Wallén,Socialdemokraterna,Västmanlands län,Enkammarriksdagen,2014,2018,
9885,Anna-Caren Sätherberg[n 1],Socialdemokraterna,Jämtlands län,Enkammarriksdagen,2014,2018,
9886,Anna-Lena Sörenson,Socialdemokraterna,Östergötlands län,Enkammarriksdagen,2014,2018,
9887,Annelie Karlsson,Socialdemokraterna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,
9888,Annicka Engblom[n 1],Moderaterna,Blekinge län,Enkammarriksdagen,2014,2018,
9889,Annie Lööf[n 1],Centerpartiet,Jönköpings län,Enkammarriksdagen,2014,2018,
9890,Annika Eclund[n 1],Kristdemokraterna,Västra Götalands läns östra,Enkammarriksdagen,2014,2018,
9891,Annika Hirvonen Falk[n 8],Miljöpartiet,Stockholms län,Enkammarriksdagen,2014,2018,
9892,Annika Lillemets,Miljöpartiet,Östergötlands län,Enkammarriksdagen,2014,2018,
9893,Annika Qarlsson[n 1],Centerpartiet,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,
9894,Anti Avsan,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,
9895,Ardalan Shekarabi,Socialdemokraterna,Uppsala län,Enkammarriksdagen,2014,2018,
9896,Arhe Hamednaca,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,
9897,Aron Emilsson,Sverigedemokraterna,Skåne läns västra,Enkammarriksdagen,2014,2018,
9898,Aron Modig,Kristdemokraterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,
9899,Barbro Westerholm,Liberalerna,Stockholms län,Enkammarriksdagen,2014,2018,
9900,Beatrice Ask,Moderaterna,Stockholms kommun,Enkammarriksdagen,2014,2018,
9901,Bengt Eliasson,Liberalerna,Hallands län,Enkammarriksdagen,2014,2018,
9902,Berit Högman,Socialdemokraterna,Värmlands län,Enkammarriksdagen,2014,2018,
9903,Betty Malmberg,Moderaterna,Östergötlands län,Enkammarriksdagen,2014,2018,
9904,Birger Lahti,Vänsterpartiet,Norrbottens län,Enkammarriksdagen,2014,2018,
9905,Birgitta Ohlsson[n 1],Liberalerna,Stockholms kommun,Enkammarriksdagen,2014,2018,
9906,Björn Söder[n 11],Sverigedemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,
9907,Björn Wiechel,Socialdemokraterna,Västerbottens län,Enkammarriksdagen,2014,2018,
9908,Björn von Sydow,Socialdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,
9909,Boriana Åberg,Moderaterna,Skåne läns södra,Enkammarriksdagen,2014,2018,
9910,Camilla Waltersson Grönvall,Moderaterna,Västra Götalands läns norra,Enkammarriksdagen,2014,2018,
9911,Carin Jämtin,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,
9912,Carina Ohlsson,Socialdemokraterna,Västra Götalands läns östra,Enkammarriksdagen,2014,2018,
9913,Carina Ståhl Herrstedt[n 12],Sverigedemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,
9914,Carl Schlyter,Miljöpartiet,Stockholms län,Enkammarriksdagen,2014,2018,
9915,Carl-Oskar Bohlin[n 1],Moderaterna,Dalarnas län,Enkammarriksdagen,2014,2018,
9916,Caroline Helmersson Olsson,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,2014,2018,
9917,Caroline Szyber,Kristdemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,
9918,Catharina Bråkenhielm,Socialdemokraterna,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,
9919,Catharina Elmsäter-Svärd,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,
9920,Cecilia Magnusson,Moderaterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,
9921,Cecilia Widegren[n 1],Moderaterna,Västra Götalands läns östra,Enkammarriksdagen,2014,2018,
9922,Cecilie Tenfjord-Toftby[n 1],Moderaterna,Västra Götalands läns södra,Enkammarriksdagen,2014,2018,
9923,Christer Engelhardt[n 1],Socialdemokraterna,Gotlands län,Enkammarriksdagen,2014,2018,
9924,Christer Nylander[n 1],Liberalerna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,
9925,Christian Holm Barenfeld[n 1] [n 2],Moderaterna,Värmlands län,Enkammarriksdagen,2014,2018,
9926,Christina Höj Larsen,Vänsterpartiet,Västernorrlands län,Enkammarriksdagen,2014,2018,
9927,Christina Östberg[n 13],Sverigedemokraterna,Kalmar län,Enkammarriksdagen,2014,2018,
9928,Christoffer Dulny,Sverigedemokraterna,Västra Götalands läns östra,Enkammarriksdagen,2014,2018,
9929,Daniel Bäckström[n 1],Centerpartiet,Värmlands län,Enkammarriksdagen,2014,2018,
9930,Daniel Riazat[n 1],Vänsterpartiet,Dalarnas län,Enkammarriksdagen,2014,2018,
9931,Daniel Sestrajcic[n 1],Vänsterpartiet,Malmö kommun,Enkammarriksdagen,2014,2018,
9932,David Lång,Sverigedemokraterna,Örebro län,Enkammarriksdagen,2014,2018,
9933,Dennis Dioukarev,Sverigedemokraterna,Jönköpings län,Enkammarriksdagen,2014,2018,
9934,Désirée Pethrus,Kristdemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,
9935,Edward Riedl[n 1],Moderaterna,Västerbottens län,Enkammarriksdagen,2014,2018,
9936,Elin Lundgren,Socialdemokraterna,Gävleborgs län,Enkammarriksdagen,2014,2018,
9937,Elisabeth Svantesson[n 1],Moderaterna,Örebro län,Enkammarriksdagen,2014,2018,
9938,Ellen Juntti,Moderaterna,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,
9939,Emanuel Öz,Socialdemokraterna,Stockholms kommun,Enkammarriksdagen,2014,2018,
9940,Emil Källström[n 1],Centerpartiet,Västernorrlands län,Enkammarriksdagen,2014,2018,
9941,Emilia Töyrä,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,2014,2018,
9942,Emma Carlsson Löfdahl[n 1],Liberalerna,Jönköpings län,Enkammarriksdagen,2014,2018,
9943,Emma Henriksson,Kristdemokraterna,Stockholms län,Enkammarriksdagen,2014,2018,
9944,Emma Hult[n 1],Miljöpartiet,Jönköpings län,Enkammarriksdagen,2014,2018,
9945,Emma Nohrén[n 1],Miljöpartiet,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,
9946,Emma Wallrup[n 1],Vänsterpartiet,Uppsala län,Enkammarriksdagen,2014,2018,
9947,Erik Andersson,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,
9948,Erik Ullenhag,Liberalerna,Stockholms kommun,Enkammarriksdagen,2014,2018,
9949,Esabelle Dingizian[n 9],Miljöpartiet,Stockholms län,Enkammarriksdagen,2014,2018,
9950,Eskil Erlandsson[n 1],Centerpartiet,Kronobergs län,Enkammarriksdagen,2014,2018,
9951,Eva Lohman,Moderaterna,Västernorrlands län,Enkammarriksdagen,2014,2018,
9952,Eva Sonidsson,Socialdemokraterna,Västernorrlands län,Enkammarriksdagen,2014,2018,
9953,Eva-Lena Jansson,Socialdemokraterna,Örebro län,Enkammarriksdagen,2014,2018,
9954,Ewa Björling,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,
9955,Ewa Thalén Finné[n 3],Moderaterna,Skåne läns södra,Enkammarriksdagen,2014,2018,
9956,Finn Bengtsson,Moderaterna,Östergötlands län,Enkammarriksdagen,2014,2018,
9957,Fredrik Christensson[n 1],Centerpartiet,Västra Götalands läns västra,Enkammarriksdagen,2014,2018,
9958,Fredrik Lundh Sammeli,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,2014,2018,
9959,Fredrik Malm,Liberalerna,Stockholms kommun,Enkammarriksdagen,2014,2018,
9960,Fredrik Olovsson,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,2014,2018,
9961,Fredrik Reinfeldt[n 1],Moderaterna,Stockholms kommun,Enkammarriksdagen,2014,2018,
9962,Gunilla Carlsson,Socialdemokraterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,
9963,Gunilla Nordgren,Moderaterna,Skåne läns södra,Enkammarriksdagen,2014,2018,
9964,Gunilla Svantorp,Socialdemokraterna,Värmlands län,Enkammarriksdagen,2014,2018,
9965,Gustaf Hoffstedt[n 1],Moderaterna,Gotlands län,Enkammarriksdagen,2014,2018,
9966,Gustav Fridolin[n 1],Miljöpartiet,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,
9967,Göran Hägglund[n 1],Kristdemokraterna,Hallands län,Enkammarriksdagen,2014,2018,
9968,Göran Pettersson,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,
9969,Hanif Bali,Moderaterna,Stockholms län,Enkammarriksdagen,2014,2018,
9970,Hanna Wigh[n 14],Sverigedemokraterna,Norrbottens län,Enkammarriksdagen,2014,2018,
9971,Hannah Bergstedt,Socialdemokraterna,Norrbottens län,Enkammarriksdagen,2014,2018,
9972,Hans Ekström,Socialdemokraterna,Södermanlands län,Enkammarriksdagen,2014,2018,
9973,Hans Hoff,Socialdemokraterna,Hallands län,Enkammarriksdagen,2014,2018,
9974,Hans Linde[n 1],Vänsterpartiet,Göteborgs kommun,Enkammarriksdagen,2014,2018,
9975,Hans Rothenberg,Moderaterna,Göteborgs kommun,Enkammarriksdagen,2014,2018,
9976,Hans Unander,Socialdemokraterna,Dalarnas län,Enkammarriksdagen,2014,2018,
9977,Hans Wallmark,Moderaterna,Skåne läns norra och östra,Enkammarriksdagen,2014,2018,
